Gene	Protein_ID
PAPLA_03462	485551
PAPLA_03463	524356
PAPLA_03464	509557
PAPLA_03465	485565
PAPLA_03466	485571
PAPLA_03467	509560
PAPLA_03468	485577
PAPLA_03469	485581
PAPLA_03470	473628
PAPLA_03471	485583
PAPLA_03472	485587
PAPLA_03473	485591
PAPLA_03474	218940
PAPLA_03475	218833
PAPLA_03476	485601
PAPLA_03477	219040
PAPLA_03478	462390
PAPLA_03479	485637
PAPLA_03480	219488
PAPLA_03481	485656
PAPLA_03482	219661
PAPLA_03483	219765
PAPLA_03484	509579
PAPLA_03485	485668
PAPLA_03486	545485
PAPLA_03487	475196
PAPLA_03488	485672
PAPLA_03489	436373
PAPLA_03490	485678
PAPLA_03491	539336
PAPLA_03492	524415
PAPLA_03493	539338
PAPLA_03494	485698
PAPLA_03495	485706
PAPLA_03496	485709
PAPLA_03497	509591
PAPLA_03498	436945
PAPLA_03499	509593
PAPLA_03500	504739
PAPLA_03501	504739
PAPLA_03502	485736
PAPLA_03503	485737
PAPLA_03504	485741
PAPLA_03505	471925
PAPLA_03506	220860
PAPLA_03507	436621
PAPLA_03508	485746
PAPLA_03509	485750
PAPLA_03510	485756
PAPLA_03511	221175
PAPLA_03512	485763
PAPLA_03513	485767
PAPLA_03514	471933
PAPLA_03515	504747
PAPLA_03516	485787
PAPLA_03517	485789
PAPLA_03518	485791
PAPLA_03519	436956
PAPLA_03520	436451
PAPLA_03521	485797
PAPLA_03522	485800
PAPLA_03523	545516
PAPLA_03524	451657
PAPLA_03525	485812
PAPLA_03526	462454
PAPLA_03527	485819
PAPLA_03528	222684
PAPLA_03529	223111
PAPLA_03530	509624
PAPLA_03531	485857
PAPLA_03532	539380
PAPLA_03533	485881
PAPLA_03534	509632
PAPLA_03535	485890
PAPLA_03536	471959
PAPLA_03537	485908
PAPLA_03538	539390
PAPLA_03539	485922
PAPLA_03540	485925
PAPLA_03541	224312
PAPLA_03542	437791
PAPLA_03543	492477
PAPLA_03544	545536
PAPLA_03544	545536
PAPLA_03545	462501
PAPLA_03546	485970
PAPLA_03547	485973
PAPLA_03548	485974
PAPLA_03549	485992
PAPLA_03550	451721
PAPLA_03551	471974
PAPLA_03552	224870
PAPLA_03553	486016
PAPLA_03554	471977
PAPLA_03555	509660
PAPLA_03556	225126
PAPLA_03557	225123
PAPLA_03558	534783
PAPLA_03559	486026
PAPLA_03560	486036
PAPLA_03561	486037
PAPLA_03562	486040
PAPLA_03563	486044
PAPLA_03564	509669
PAPLA_03565	486051
PAPLA_03566	486052
PAPLA_03567	437655
PAPLA_03568	486090
PAPLA_03569	539426
PAPLA_03570	486092
PAPLA_03571	486096
PAPLA_03572	486101
PAPLA_03573	486103
PAPLA_03574	486105
PAPLA_03575	486108
PAPLA_03576	486116
PAPLA_03577	486121
PAPLA_03578	486125
PAPLA_03579	451760
PAPLA_03580	438006
PAPLA_03581	454221
PAPLA_03582	451770
PAPLA_03582	451770
PAPLA_03583	437443
PAPLA_03584	226657
PAPLA_03585	472006
PAPLA_03586	486197
PAPLA_03587	472008
PAPLA_03588	472009
PAPLA_03589	486204
PAPLA_03590	545576
PAPLA_03591	486209
PAPLA_03592	486212
PAPLA_03593	524678
PAPLA_03594	226870
PAPLA_03595	472017
PAPLA_03596	486224
PAPLA_03597	486228
PAPLA_03598	486232
PAPLA_03599	486257
PAPLA_03600	486258
PAPLA_03601	524690
PAPLA_03602	438053
PAPLA_03603	486265
PAPLA_03604	486273
PAPLA_03605	462577
PAPLA_03606	509716
PAPLA_03607	451790
PAPLA_03608	486291
PAPLA_03609	451793
PAPLA_03610	545593
PAPLA_03611	545594
PAPLA_03612	486299
PAPLA_03613	486302
PAPLA_03614	227824
PAPLA_03615	227879
PAPLA_03616	486309
PAPLA_03617	486313
PAPLA_03618	509726
PAPLA_03619	509727
PAPLA_03620	228146
PAPLA_03621	227968
PAPLA_03622	227941
PAPLA_03623	486343
PAPLA_03624	486347
PAPLA_03625	479369
PAPLA_03626	473170
PAPLA_03627	486350
PAPLA_03628	486353
PAPLA_03629	486357
PAPLA_03630	486358
PAPLA_03631	486367
PAPLA_03632	539483
PAPLA_03633	472053
PAPLA_03634	254221
PAPLA_03635	486379
PAPLA_03636	486380
PAPLA_03637	486383
PAPLA_03638	504797
PAPLA_03639	509749
PAPLA_03640	228940
PAPLA_03641	228975
PAPLA_03642	229004
PAPLA_03643	451837
PAPLA_03644	229086
PAPLA_03645	229112
PAPLA_03646	509756
PAPLA_03647	509757
PAPLA_03648	509758
PAPLA_03649	486409
PAPLA_03650	509760
PAPLA_03651	486416
PAPLA_03652	504802
PAPLA_03653	486421
PAPLA_03654	229375
PAPLA_03655	451850
PAPLA_03656	489884
PAPLA_03657	451856
PAPLA_03658	539506
PAPLA_03659	486447
PAPLA_03660	486449
PAPLA_03661	545628
PAPLA_03662	437227
PAPLA_03663	534821
PAPLA_03664	534821
PAPLA_03665	437770
PAPLA_03666	509779
PAPLA_03667	524938
PAPLA_03668	504814
PAPLA_03669	509782
PAPLA_03670	486492
PAPLA_03671	504815
PAPLA_03672	504816
PAPLA_03673	509787
PAPLA_03674	539521
PAPLA_03675	486532
PAPLA_03676	539524
PAPLA_03677	486535
PAPLA_03678	486538
PAPLA_03679	486541
PAPLA_03680	486543
PAPLA_03681	486549
PAPLA_03682	539530
PAPLA_03683	486559
PAPLA_03684	486569
PAPLA_03685	486571
PAPLA_03686	486586
PAPLA_03687	486589
PAPLA_03688	486592
PAPLA_03689	486595
PAPLA_03690	534837
PAPLA_03691	486600
PAPLA_03692	232081
PAPLA_03693	509809
PAPLA_03694	437813
PAPLA_03695	462707
PAPLA_03696	486614
PAPLA_03697	472109
PAPLA_03698	504833
PAPLA_03699	509816
PAPLA_03700	486635
PAPLA_03701	539550
PAPLA_03702	462717
PAPLA_03703	486640
PAPLA_03704	504836
PAPLA_03705	437890
PAPLA_03706	486653
PAPLA_03707	486654
PAPLA_03708	233019
PAPLA_03709	233016
PAPLA_03710	486663
PAPLA_03711	486665
PAPLA_03712	486670
PAPLA_03713	486677
PAPLA_03714	486684
PAPLA_03715	486686
PAPLA_03716	509835
PAPLA_03717	509836
PAPLA_03718	486701
PAPLA_03719	486705
PAPLA_03720	486709
PAPLA_03721	451961
PAPLA_03722	233949
PAPLA_03723	486742
PAPLA_03724	486744
PAPLA_03725	437640
PAPLA_03726	486759
PAPLA_03727	486761
PAPLA_03728	509852
PAPLA_03729	486771
PAPLA_03730	462764
PAPLA_03731	486775
PAPLA_03732	486776
PAPLA_03733	483909
PAPLA_03734	451989
PAPLA_03735	486868
PAPLA_03736	545694
PAPLA_03737	486874
PAPLA_03738	509863
PAPLA_03739	486884
PAPLA_03740	486890
PAPLA_03740	486890
PAPLA_03741	486894
PAPLA_03742	486896
PAPLA_03743	462782
PAPLA_03744	486906
PAPLA_03745	437149
PAPLA_03746	486913
PAPLA_03747	486915
PAPLA_03748	486915
PAPLA_03749	486920
PAPLA_03750	486922
PAPLA_03751	486923
PAPLA_03752	486927
PAPLA_03752	486927
PAPLA_03753	486939
PAPLA_03754	545703
PAPLA_03754	545703
PAPLA_03755	486947
PAPLA_03756	486950
PAPLA_03757	486955
PAPLA_03758	486963
PAPLA_03759	486964
PAPLA_03760	486968
PAPLA_03761	237966
PAPLA_03762	237966
PAPLA_03763	525280
PAPLA_03764	462812
PAPLA_03765	486975
PAPLA_03766	437843
PAPLA_03767	238145
PAPLA_03768	486991
PAPLA_03769	238280
PAPLA_03770	504878
PAPLA_03771	534887
PAPLA_03772	534887
PAPLA_03773	487009
PAPLA_03774	487015
PAPLA_03775	487021
PAPLA_03776	487026
PAPLA_03777	487027
PAPLA_03778	485018
PAPLA_03779	487033
PAPLA_03780	487039
PAPLA_03781	534891
PAPLA_03782	239299
PAPLA_03783	509911
PAPLA_03784	472183
PAPLA_03785	539642
PAPLA_03786	239789
PAPLA_03787	239725
PAPLA_03788	487057
PAPLA_03789	487061
PAPLA_03790	452061
PAPLA_03791	534894
PAPLA_03792	487067
PAPLA_03793	239974
PAPLA_03794	534896
PAPLA_03795	487084
PAPLA_03796	525419
PAPLA_03797	487092
PAPLA_03798	240428
PAPLA_03799	487097
PAPLA_03800	487100
PAPLA_03801	539659
PAPLA_03802	487118
PAPLA_03803	539663
PAPLA_03804	487124
PAPLA_03805	487130
PAPLA_03806	240757
PAPLA_03807	452077
PAPLA_03808	240863
PAPLA_03809	487144
PAPLA_03810	487145
PAPLA_03811	487148
PAPLA_03812	487150
PAPLA_03813	525454
PAPLA_03814	487163
PAPLA_03815	462870
PAPLA_03816	487192
PAPLA_03817	545759
PAPLA_03818	241340
PAPLA_03819	487213
PAPLA_03820	241523
PAPLA_03821	438048
PAPLA_03822	487220
PAPLA_03823	487221
PAPLA_03824	487225
PAPLA_03825	437877
PAPLA_03826	543809
PAPLA_03827	241759
PAPLA_03828	487245
PAPLA_03829	487247
PAPLA_03830	487250
PAPLA_03831	487254
PAPLA_03832	487260
PAPLA_03833	487267
PAPLA_03834	487269
PAPLA_03835	509966
PAPLA_03836	545772
PAPLA_03837	487289
PAPLA_03838	487290
PAPLA_03839	487294
PAPLA_03840	487298
PAPLA_03841	487303
PAPLA_03842	487305
PAPLA_03843	487312
PAPLA_03844	487313
PAPLA_03845	545780
PAPLA_03846	437668
PAPLA_03847	487323
PAPLA_03848	487324
PAPLA_03849	487330
PAPLA_03850	487333
PAPLA_03851	487367
PAPLA_03852	539712
PAPLA_03853	487373
PAPLA_03854	243454
PAPLA_03855	472253
PAPLA_03856	487377
PAPLA_03857	243547
PAPLA_03858	243615
PAPLA_03859	487388
PAPLA_03860	487391
PAPLA_03861	487394
PAPLA_03862	487396
PAPLA_03863	487397
PAPLA_03864	437308
PAPLA_03865	509995
PAPLA_03866	487402
PAPLA_03867	487404
PAPLA_03868	244093
PAPLA_03869	525572
PAPLA_03870	487408
PAPLA_03871	487412
PAPLA_03872	487413
PAPLA_03873	487414
PAPLA_03874	487417
PAPLA_03875	487422
PAPLA_03876	534931
PAPLA_03877	487428
PAPLA_03878	487429
PAPLA_03879	244385
PAPLA_03880	487440
PAPLA_03881	452192
PAPLA_03882	539738
PAPLA_03883	510013
PAPLA_03884	437912
PAPLA_03885	472280
PAPLA_03886	437873
PAPLA_03887	487460
PAPLA_03888	487464
PAPLA_03889	487467
PAPLA_03890	487469
PAPLA_03891	487471
PAPLA_03892	539750
PAPLA_03893	504931
PAPLA_03894	487491
PAPLA_03895	245081
PAPLA_03896	525645
PAPLA_03897	487499
PAPLA_03898	245194
PAPLA_03899	437124
PAPLA_03900	487510
PAPLA_03901	487512
PAPLA_03902	487516
PAPLA_03903	245434
PAPLA_03904	487519
PAPLA_03905	487524
PAPLA_03906	245620
PAPLA_03907	245620
PAPLA_03908	487530
PAPLA_03909	487534
PAPLA_03910	487537
PAPLA_03911	472301
PAPLA_03912	487539
PAPLA_03913	487542
PAPLA_03914	487555
PAPLA_03915	487560
PAPLA_03916	245879
PAPLA_03917	539774
PAPLA_03918	245867
PAPLA_03919	246187
PAPLA_03920	487579
PAPLA_03921	452245
PAPLA_03922	487586
PAPLA_03923	487590
PAPLA_03924	539781
PAPLA_03925	433850
PAPLA_03926	246423
PAPLA_03927	246425
PAPLA_03928	545847
PAPLA_03929	472317
PAPLA_03930	510062
PAPLA_03931	246907
PAPLA_03932	487628
PAPLA_03933	487631
PAPLA_03934	510070
PAPLA_03935	525720
PAPLA_03936	525720
PAPLA_03937	487637
PAPLA_03938	510073
PAPLA_03939	487640
PAPLA_03940	487645
PAPLA_03941	487647
PAPLA_03942	487652
PAPLA_03943	487656
PAPLA_03944	487663
PAPLA_03945	452272
PAPLA_03946	487666
PAPLA_03947	487670
PAPLA_03948	510085
PAPLA_03949	510086
PAPLA_03950	247521
PAPLA_03951	510088
PAPLA_03952	487683
PAPLA_03953	510090
PAPLA_03954	487690
PAPLA_03955	247650
PAPLA_03956	487698
PAPLA_03957	487702
PAPLA_03958	539817
PAPLA_03959	437977
PAPLA_03960	510098
PAPLA_03961	247852
PAPLA_03962	247851
PAPLA_03963	510100
PAPLA_03963	510100
PAPLA_03964	487739
PAPLA_03965	487742
PAPLA_03966	487743
PAPLA_03967	487747
PAPLA_03968	487748
PAPLA_03969	248079
PAPLA_03970	248190
PAPLA_03971	487754
PAPLA_03972	227102
PAPLA_03973	539829
PAPLA_03974	539829
PAPLA_03975	248482
PAPLA_03976	248502
PAPLA_03977	487772
PAPLA_03978	487777
PAPLA_03979	487778
PAPLA_03980	248705
PAPLA_03981	452328
PAPLA_03982	539837
PAPLA_03983	487795
PAPLA_03984	248908
PAPLA_03985	248908
PAPLA_03986	487809
PAPLA_03987	495733
PAPLA_03988	487819
PAPLA_03989	249178
PAPLA_03990	437317
PAPLA_03991	487833
PAPLA_03992	437513
PAPLA_03993	437513
PAPLA_03994	510129
PAPLA_03995	249388
PAPLA_03996	249388
PAPLA_03997	472372
PAPLA_03998	487844
PAPLA_03999	510132
PAPLA_04000	487848
PAPLA_04001	463143
PAPLA_04002	487854
PAPLA_04003	487854
PAPLA_04004	487861
PAPLA_04005	545899
PAPLA_04006	250299
PAPLA_04007	250408
PAPLA_04008	487883
PAPLA_04009	487892
PAPLA_04010	250536
PAPLA_04011	510143
PAPLA_04012	487943
PAPLA_04013	487944
PAPLA_04014	251140
PAPLA_04015	251141
PAPLA_04016	487951
PAPLA_04017	487952
PAPLA_04018	487953
PAPLA_04019	487963
PAPLA_04020	487967
PAPLA_04021	487972
PAPLA_04022	487973
PAPLA_04023	487975
PAPLA_04024	487979
PAPLA_04025	487980
PAPLA_04026	487982
PAPLA_04027	251548
PAPLA_04028	487987
PAPLA_04029	545917
PAPLA_04030	487993
PAPLA_04031	487995
PAPLA_04032	526003
PAPLA_04033	539881
PAPLA_04034	488002
PAPLA_04035	488005
PAPLA_04036	488011
PAPLA_04037	488016
PAPLA_04038	488018
PAPLA_04039	488020
PAPLA_04040	504990
PAPLA_04041	252298
PAPLA_04042	526018
PAPLA_04043	252062
PAPLA_04044	437664
PAPLA_04045	488047
PAPLA_04046	252234
PAPLA_04047	463214
PAPLA_04048	488052
PAPLA_04049	488057
PAPLA_04050	488058
PAPLA_04051	488059
PAPLA_04052	437284
PAPLA_04053	526071
PAPLA_04053	526071
PAPLA_04053	526071
PAPLA_04053	526071
PAPLA_04054	488075
PAPLA_04055	488078
PAPLA_04056	488079
PAPLA_04057	488082
PAPLA_04058	488086
PAPLA_04059	510191
PAPLA_04060	488090
PAPLA_04061	488092
PAPLA_04062	488095
PAPLA_04062	488095
PAPLA_04063	488100
PAPLA_04064	510196
PAPLA_04065	463239
PAPLA_04066	488109
PAPLA_04067	253378
PAPLA_04068	488119
PAPLA_04069	510201
PAPLA_04070	488128
PAPLA_04071	488129
PAPLA_04072	488132
PAPLA_04073	488813
PAPLA_04074	253616
PAPLA_04075	510207
PAPLA_04076	510208
PAPLA_04077	505004
PAPLA_04078	488142
PAPLA_04079	488146
PAPLA_04080	510212
PAPLA_04081	510213
PAPLA_04082	488157
PAPLA_04083	488160
PAPLA_04084	253871
PAPLA_04085	488166
PAPLA_04086	488169
PAPLA_04087	488172
PAPLA_04088	539934
PAPLA_04089	488175
PAPLA_04090	463275
PAPLA_04091	254101
PAPLA_04092	488186
PAPLA_04093	488188
PAPLA_04094	488192
PAPLA_04095	488197
PAPLA_04096	254469
PAPLA_04097	488204
PAPLA_04098	472455
PAPLA_04099	535023
PAPLA_04100	526159
PAPLA_04101	510231
PAPLA_04102	526167
PAPLA_04103	254988
PAPLA_04104	254725
PAPLA_04105	510235
PAPLA_04106	255091
PAPLA_04107	488233
PAPLA_04108	255146
PAPLA_04109	488243
PAPLA_04110	535025
PAPLA_04111	510242
PAPLA_04112	488257
PAPLA_04113	488260
PAPLA_04114	488263
PAPLA_04115	255487
PAPLA_04116	488275
PAPLA_04117	488290
PAPLA_04118	255642
PAPLA_04119	510249
PAPLA_04120	488312
PAPLA_04121	488312
PAPLA_04122	255760
PAPLA_04123	510252
PAPLA_04124	255837
PAPLA_04125	255821
PAPLA_04126	488326
PAPLA_04127	488328
PAPLA_04128	488330
PAPLA_04129	488333
PAPLA_04129	488333
PAPLA_04130	488333
PAPLA_04131	488337
PAPLA_04132	501974
PAPLA_04133	488345
PAPLA_04134	488350
PAPLA_04135	256397
PAPLA_04136	488363
PAPLA_04137	488367
PAPLA_04138	488371
PAPLA_04139	488375
PAPLA_04140	488377
PAPLA_04141	256965
PAPLA_04142	539985
PAPLA_04143	488397
PAPLA_04144	257075
PAPLA_04145	257070
PAPLA_04146	510274
PAPLA_04147	257238
PAPLA_04148	257405
PAPLA_04149	488415
PAPLA_04150	257483
PAPLA_04151	510283
PAPLA_04152	463365
PAPLA_04153	488430
PAPLA_04154	488431
PAPLA_04155	488433
PAPLA_04156	488436
PAPLA_04157	535042
PAPLA_04158	472503
PAPLA_04159	257619
PAPLA_04160	257632
PAPLA_04161	257624
PAPLA_04162	488452
PAPLA_04163	488455
PAPLA_04164	488459
PAPLA_04165	488461
PAPLA_04166	488470
PAPLA_04167	257990
PAPLA_04168	546027
PAPLA_04169	488476
PAPLA_04170	258067
PAPLA_04171	258071
PAPLA_04172	488479
PAPLA_04173	488489
PAPLA_04174	438612
PAPLA_04175	488495
PAPLA_04176	488500
PAPLA_04177	488502
PAPLA_04178	488504
PAPLA_04179	540028
PAPLA_04180	258385
PAPLA_04181	488514
PAPLA_04182	488516
PAPLA_04183	488518
PAPLA_04184	510324
PAPLA_04185	488523
PAPLA_04186	510327
PAPLA_04187	438579
PAPLA_04188	488547
PAPLA_04189	510330
PAPLA_04190	510331
PAPLA_04191	258954
PAPLA_04192	258962
PAPLA_04193	259058
PAPLA_04194	259046
PAPLA_04195	488598
PAPLA_04196	488604
PAPLA_04197	488610
PAPLA_04198	463439
PAPLA_04199	259478
PAPLA_04200	488623
PAPLA_04201	488624
PAPLA_04202	259740
PAPLA_04203	488638
PAPLA_04204	488640
PAPLA_04205	488642
PAPLA_04206	510350
PAPLA_04207	488650
PAPLA_04208	488652
PAPLA_04209	260532
PAPLA_04210	540062
PAPLA_04211	488682
PAPLA_04212	488685
PAPLA_04213	488687
PAPLA_04214	488689
PAPLA_04215	488690
PAPLA_04216	488693
PAPLA_04217	488712
PAPLA_04218	488713
PAPLA_04219	438266
PAPLA_04220	488717
PAPLA_04221	438663
PAPLA_04222	510369
PAPLA_04223	504222
PAPLA_04224	488730
PAPLA_04225	488732
PAPLA_04226	488734
PAPLA_04227	488765
PAPLA_04228	463491
PAPLA_04229	510379
PAPLA_04230	488782
PAPLA_04231	488784
PAPLA_04232	472585
PAPLA_04233	488800
PAPLA_04234	488802
PAPLA_04235	488810
PAPLA_04236	488813
PAPLA_04237	488813
PAPLA_04238	488817
PAPLA_04239	488827
PAPLA_04240	488832
PAPLA_04241	510391
PAPLA_04242	488840
PAPLA_04243	472595
PAPLA_04244	540101
PAPLA_04245	262909
PAPLA_04246	488853
PAPLA_04247	488858
PAPLA_04248	488861
PAPLA_04249	263012
PAPLA_04250	488867
PAPLA_04251	540109
PAPLA_04252	546513
PAPLA_04253	472607
PAPLA_04254	488884
PAPLA_04255	263082
PAPLA_04256	488895
PAPLA_04257	488896
PAPLA_04258	488899
PAPLA_04259	526548
PAPLA_04260	526548
PAPLA_04261	488907
PAPLA_04262	540118
PAPLA_04263	472612
PAPLA_04264	505081
PAPLA_04265	510416
PAPLA_04266	505082
PAPLA_04267	263683
PAPLA_04268	546123
PAPLA_04269	546123
PAPLA_04269	546123
PAPLA_04270	546124
PAPLA_04271	488931
PAPLA_04272	488940
PAPLA_04273	488943
PAPLA_04274	438142
PAPLA_04275	472624
PAPLA_04276	488948
PAPLA_04277	488952
PAPLA_04278	488955
PAPLA_04279	540135
PAPLA_04280	488958
PAPLA_04281	510433
PAPLA_04281	510433
PAPLA_04282	488964
PAPLA_04283	463552
PAPLA_04284	463552
PAPLA_04285	510435
PAPLA_04286	526601
PAPLA_04286	526601
PAPLA_04287	264447
PAPLA_04288	264430
PAPLA_04289	488982
PAPLA_04290	488984
PAPLA_04291	488987
PAPLA_04292	488988
PAPLA_04293	488994
PAPLA_04294	488996
PAPLA_04295	488999
PAPLA_04296	488999
PAPLA_04297	489002
PAPLA_04298	438702
PAPLA_04299	264769
PAPLA_04300	264729
PAPLA_04301	540155
PAPLA_04302	489016
PAPLA_04303	489018
PAPLA_04304	463577
PAPLA_04305	510455
PAPLA_04306	489025
PAPLA_04307	372978
PAPLA_04308	510458
PAPLA_04309	265142
PAPLA_04310	489035
PAPLA_04311	265247
PAPLA_04312	526627
PAPLA_04313	489049
PAPLA_04314	489051
PAPLA_04315	489053
PAPLA_04316	489054
PAPLA_04317	489056
PAPLA_04318	546163
PAPLA_04319	489058
PAPLA_04320	265546
PAPLA_04321	489064
PAPLA_04322	472666
PAPLA_04323	265649
PAPLA_04324	489076
PAPLA_04325	265867
PAPLA_04326	489082
PAPLA_04327	489085
PAPLA_04328	489092
PAPLA_04329	489096
PAPLA_04330	266286
PAPLA_04331	438812
PAPLA_04332	489114
PAPLA_04333	266437
PAPLA_04334	489117
PAPLA_04335	266513
PAPLA_04336	489138
PAPLA_04337	505108
PAPLA_04338	510493
PAPLA_04339	489145
PAPLA_04340	489152
PAPLA_04341	489155
PAPLA_04342	489156
PAPLA_04343	489160
PAPLA_04344	489164
PAPLA_04345	489166
PAPLA_04346	463647
PAPLA_04347	489173
PAPLA_04348	267139
PAPLA_04349	495478
PAPLA_04350	540208
PAPLA_04351	489185
PAPLA_04352	489186
PAPLA_04353	489190
PAPLA_04354	267206
PAPLA_04355	438737
PAPLA_04356	489199
PAPLA_04357	546199
PAPLA_04358	267512
PAPLA_04359	472704
PAPLA_04360	510515
PAPLA_04361	489214
PAPLA_04362	510518
PAPLA_04363	472707
PAPLA_04364	489225
PAPLA_04365	489228
PAPLA_04366	268035
PAPLA_04367	489232
PAPLA_04368	489236
PAPLA_04369	489238
PAPLA_04370	489240
PAPLA_04371	489240
PAPLA_04372	540359
PAPLA_04373	532201
PAPLA_04374	526767
PAPLA_04375	489251
PAPLA_04376	472718
PAPLA_04377	489267
PAPLA_04378	489271
PAPLA_04379	489275
PAPLA_04380	489343
PAPLA_04381	526794
PAPLA_04382	489305
PAPLA_04383	463696
PAPLA_04384	269480
PAPLA_04385	472728
PAPLA_04386	489321
PAPLA_04387	489330
PAPLA_04388	540246
PAPLA_04389	510546
PAPLA_04390	269652
PAPLA_04391	489337
PAPLA_04392	472736
PAPLA_04393	489343
PAPLA_04394	489348
PAPLA_04395	489350
PAPLA_04396	270075
PAPLA_04397	270070
PAPLA_04398	489359
PAPLA_04399	489362
PAPLA_04400	463717
PAPLA_04401	489366
PAPLA_04402	438534
PAPLA_04403	438493
PAPLA_04404	438061
PAPLA_04405	526822
PAPLA_04406	489375
PAPLA_04407	270854
PAPLA_04408	489380
PAPLA_04409	489382
PAPLA_04410	540265
PAPLA_04411	489405
PAPLA_04412	489407
PAPLA_04413	489409
PAPLA_04414	510573
PAPLA_04415	271278
PAPLA_04416	271357
PAPLA_04417	546252
PAPLA_04418	489449
PAPLA_04419	489453
PAPLA_04420	489454
PAPLA_04421	271794
PAPLA_04422	271766
PAPLA_04423	489460
PAPLA_04424	489464
PAPLA_04425	489467
PAPLA_04426	540283
PAPLA_04427	489475
PAPLA_04428	438355
PAPLA_04429	489484
PAPLA_04430	472772
PAPLA_04431	489494
PAPLA_04432	489498
PAPLA_04433	272442
PAPLA_04434	489506
PAPLA_04435	489510
PAPLA_04436	272535
PAPLA_04437	510594
PAPLA_04438	489515
PAPLA_04439	489519
PAPLA_04440	489521
PAPLA_04441	489524
PAPLA_04442	489526
PAPLA_04443	489529
PAPLA_04444	489535
PAPLA_04445	453006
PAPLA_04446	273443
PAPLA_04447	489544
PAPLA_04448	489544
PAPLA_04449	438719
PAPLA_04450	438704
PAPLA_04451	438704
PAPLA_04452	273695
PAPLA_04453	489560
PAPLA_04454	489564
PAPLA_04455	546284
PAPLA_04456	274107
PAPLA_04457	438312
PAPLA_04458	487516
PAPLA_04459	274122
PAPLA_04460	274123
PAPLA_04461	274123
PAPLA_04462	438635
PAPLA_04462	438635
PAPLA_04462	438635
PAPLA_04462	438635
PAPLA_04463	489596
PAPLA_04464	489597
PAPLA_04465	489600
PAPLA_04466	274558
PAPLA_04467	489605
PAPLA_04468	489606
PAPLA_04469	489608
PAPLA_04470	489612
PAPLA_04471	489614
PAPLA_04472	489615
PAPLA_04473	489618
PAPLA_04474	489619
PAPLA_04475	510631
PAPLA_04476	472810
PAPLA_04477	489636
PAPLA_04478	489637
PAPLA_04479	540332
PAPLA_04480	510638
PAPLA_04481	489644
PAPLA_04482	489647
PAPLA_04483	489655
PAPLA_04484	275608
PAPLA_04485	489665
PAPLA_04486	489667
PAPLA_04487	546310
PAPLA_04488	489669
PAPLA_04489	275808
PAPLA_04490	275701
PAPLA_04491	489683
PAPLA_04492	489686
PAPLA_04493	489689
PAPLA_04494	275956
PAPLA_04495	510655
PAPLA_04496	489703
PAPLA_04497	438390
PAPLA_04498	489709
PAPLA_04499	489710
PAPLA_04500	489711
PAPLA_04501	489715
PAPLA_04502	489716
PAPLA_04503	489721
PAPLA_04504	489724
PAPLA_04505	276802
PAPLA_04506	489725
PAPLA_04507	540359
PAPLA_04508	489760
PAPLA_04509	489764
PAPLA_04510	277202
PAPLA_04511	495040
PAPLA_04512	489787
PAPLA_04513	527142
PAPLA_04514	489804
PAPLA_04515	489811
PAPLA_04516	438858
PAPLA_04517	527190
PAPLA_04518	489826
PAPLA_04519	278177
PAPLA_04520	489844
PAPLA_04521	546339
PAPLA_04522	510686
PAPLA_04523	489858
PAPLA_04524	463888
PAPLA_04525	510689
PAPLA_04526	489884
PAPLA_04527	489886
PAPLA_04528	489899
PAPLA_04529	472859
PAPLA_04530	279295
PAPLA_04531	438207
PAPLA_04532	505190
PAPLA_04533	438666
PAPLA_04534	535189
PAPLA_04535	505192
PAPLA_04536	510702
PAPLA_04537	438317
PAPLA_04538	489956
PAPLA_04539	489956
PAPLA_04540	470773
PAPLA_04541	505195
PAPLA_04542	540400
PAPLA_04543	540400
PAPLA_04544	489965
PAPLA_04545	489968
PAPLA_04546	463926
PAPLA_04547	489973
PAPLA_04548	280315
PAPLA_04549	489982
PAPLA_04550	489983
PAPLA_04551	463932
PAPLA_04552	489990
PAPLA_04553	489992
PAPLA_04554	489994
PAPLA_04555	490050
PAPLA_04556	453174
PAPLA_04557	490085
PAPLA_04558	282260
PAPLA_04559	490096
PAPLA_04560	490134
PAPLA_04561	490137
PAPLA_04562	490141
PAPLA_04563	490145
PAPLA_04564	490154
PAPLA_04565	490156
PAPLA_04566	490158
PAPLA_04567	490161
PAPLA_04568	438200
PAPLA_04569	283937
PAPLA_04570	490168
PAPLA_04571	490174
PAPLA_04572	490176
PAPLA_04573	490179
PAPLA_04574	490186
PAPLA_04575	490188
PAPLA_04576	284474
PAPLA_04577	540436
PAPLA_04578	284485
PAPLA_04579	510747
PAPLA_04580	453219
PAPLA_04581	490213
PAPLA_04582	490215
PAPLA_04583	490219
PAPLA_04584	438581
PAPLA_04585	490226
PAPLA_04586	490228
PAPLA_04587	490232
PAPLA_04588	490234
PAPLA_04589	540450
PAPLA_04590	285087
PAPLA_04591	285127
PAPLA_04592	490255
PAPLA_04593	490260
PAPLA_04594	527446
PAPLA_04595	490271
PAPLA_04596	453247
PAPLA_04597	490311
PAPLA_04598	490312
PAPLA_04599	540460
PAPLA_04600	490323
PAPLA_04601	490327
PAPLA_04602	285911
PAPLA_04603	285988
PAPLA_04604	438683
PAPLA_04605	490343
PAPLA_04606	286141
PAPLA_04607	490350
PAPLA_04608	510783
PAPLA_04609	505227
