LogFC_Ac_ATS_Par,Reaction,NAME,EQUATION,SUBSYSTEM
1.43098403629821,r_3150,"PI 4-P phosphatase (1-18:0, 2-18:1), cell envelope","1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[ce] + phosphate[ce]",
1.4309840362987,r_3172,"PI 4-P phosphatase (1-16:0, 2-18:1), Golgi membrane","H2O[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[gm] => phosphate[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[gm]",
1.4309840362725,r_3174,"PI 4-P phosphatase (1-18:0, 2-18:1), Golgi membrane","H2O[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[gm] => phosphate[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[gm]",
1.43098403629478,r_3196,"PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce] + phosphate[ce]",
1.43098403628379,r_3198,"PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce] + phosphate[ce]",
1.43098403627009,r_3220,"PI 3,5-P2 phosphatase (1-16:0, 2-18:1), vacuolar membrane","H2O[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[vm] => phosphate[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[vm]",
1.4309840362687,r_3222,"PI 3,5-P2 phosphatase (1-18:0, 2-18:1), vacuolar membrane","H2O[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[vm] => phosphate[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[vm]",
1.43098403626761,r_3228,"DGPP phosphatase (1-16:0, 2-18:1), vacuolar membrane","H2O[vm] + 1,2-diacylglycerol 3-diphosphate (1-16:0, 2-18:1)[vm] => phosphate[vm] + phosphatidate (1-16:0, 2-18:1)[vm] + H+[vm]",
1.43098403626788,r_3230,"DGPP phosphatase (1-18:0, 2-18:1), vacuolar membrane","H2O[vm] + 1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1)[vm] => phosphate[vm] + phosphatidate (1-18:0, 2-18:1)[vm] + H+[vm]",
1.62803104341205,r_3246,"lysoPA phosphatase (18:0), vacuolar membrane",H2O[vm] + 1-acyl-sn-glycerol 3-phosphate (18:0)[vm] => phosphate[vm] + 1-monoglyceride (18:0)[vm],
1.62721643450801,r_3252,"ergosteryl ester hydrolase (16:1), lipid particle",ergosteryl palmitoleate[lp] + H2O[lp] => ergosterol[lp] + H+[lp] + palmitoleate[lp],Steroid biosynthesis
1.62721643450998,r_3254,"episteryl ester hydrolase (16:1), lipid particle",H2O[lp] + episteryl palmitoleate[lp] => H+[lp] + palmitoleate[lp] + episterol[lp],
1.62721643450635,r_3256,"fecosteryl ester hydrolase (16:1), lipid particle",H2O[lp] + fecosteryl palmitoleate[lp] => fecosterol[lp] + H+[lp] + palmitoleate[lp],
1.62721643450851,r_3258,"lanosteryl ester hydrolase (16:1), lipid particle",H2O[lp] + lanosteryl palmitoleate[lp] => H+[lp] + palmitoleate[lp] + lanosterol[lp],
1.62721643452158,r_3260,"zymosteryl ester hydrolase (16:1), lipid particle",H2O[lp] + zymosteryl palmitoleate[lp] => H+[lp] + zymosterol[lp] + palmitoleate[lp],
1.62721643454755,r_3262,"zymosteryl ester hydrolase (16:1), cell envelope",H2O[ce] + zymosteryl palmitoleate[ce] => H+[ce] + zymosterol[ce] + palmitoleate[ce],
1.52847782448221,r_3302,"DAG lipase (1-18:0, 2-18:1), lipid particle","diglyceride (1-18:0, 2-18:1)[lp] + H2O[lp] => H+[lp] + oleate[lp] + 1-monoglyceride (18:0)[lp]",
1.43098403626761,r_3344,"PA kinase (1-16:0, 2-18:1), vacuolar membrane","phosphatidate (1-16:0, 2-18:1)[vm] + ATP[vm] <=> ADP[vm] + 1,2-diacylglycerol 3-diphosphate (1-16:0, 2-18:1)[vm]",
1.43098403626788,r_3346,"PA kinase (1-18:0, 2-18:1), vacuolar membrane","phosphatidate (1-18:0, 2-18:1)[vm] + ATP[vm] <=> ADP[vm] + 1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1)[vm]",
1.42384842999217,r_3432,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C24))","ceramide-1 (C24)[g] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[gm] => inositol-P-ceramide A (C24)[g] + diglyceride (1-16:0, 2-18:1)[gm]",
1.42944062669414,r_3434,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-1 (C24))","ceramide-1 (C24)[g] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[gm] => inositol-P-ceramide A (C24)[g] + diglyceride (1-18:0, 2-18:1)[gm]",
1.4238484299737,r_3440,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C26))","ceramide-1 (C26)[g] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[gm] => inositol-P-ceramide A (C26)[g] + diglyceride (1-16:0, 2-18:1)[gm]",
1.42944062669427,r_3442,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-1 (C26))","ceramide-1 (C26)[g] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[gm] => inositol-P-ceramide A (C26)[g] + diglyceride (1-18:0, 2-18:1)[gm]",
3.0981753574789,r_3513,"oleate transport, cytoplasm-ER membrane",oleate[c] <=> oleate[erm],
1.49338858852835,r_3528,"coenzyme A transport, cytoplasm-ER membrane",coenzyme A[c] <=> coenzyme A[erm],
4.08455979449558,r_3745,"phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-lipid particle","phosphatidylethanolamine (1-18:0, 2-18:1)[erm] <=> phosphatidylethanolamine (1-18:0, 2-18:1)[lp]",
1.42381329869603,r_3763,"phosphatidate (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane","phosphatidate (1-16:0, 2-18:1)[erm] <=> phosphatidate (1-16:0, 2-18:1)[mm]",
1.86875478357573,r_3769,"phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane","phosphatidyl-L-serine (1-16:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-16:0, 2-18:1)[mm]",
1.86914246613311,r_3771,"phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane","phosphatidyl-L-serine (1-18:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-18:0, 2-18:1)[mm]",
1.4238484299737,r_3793,"diglyceride (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane","diglyceride (1-16:0, 2-18:1)[erm] <=> diglyceride (1-16:0, 2-18:1)[gm]",
1.42944062669427,r_3795,"diglyceride (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane","diglyceride (1-18:0, 2-18:1)[erm] <=> diglyceride (1-18:0, 2-18:1)[gm]",
1.42409390537534,r_3809,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[gm]",
1.42968853225688,r_3811,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[gm]",
1.42384842996897,r_3833,"phosphatidate (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidate (1-16:0, 2-18:1)[erm] <=> phosphatidate (1-16:0, 2-18:1)[vm]",
1.42944062671583,r_3835,"phosphatidate (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidate (1-18:0, 2-18:1)[erm] <=> phosphatidate (1-18:0, 2-18:1)[vm]",
1.8776235476493,r_3849,"phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidyl-L-serine (1-16:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-16:0, 2-18:1)[vm]",
1.87801123015897,r_3851,"phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidyl-L-serine (1-18:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-18:0, 2-18:1)[vm]",
1.43107722972321,r_3873,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-cell envelope","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[ce]",
1.43107722395844,r_3875,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-cell envelope","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[ce]",
1.4309840362715,r_3933,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-nucleus","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[n]",
1.4309840362809,r_3935,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-nucleus","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[n]",
1.43098403628157,r_4046,non-growth associated maintenance reaction,ATP[c] + H2O[c] => ADP[c] + H+[c] + phosphate[c],
1.43098403629787,r_4185,oxaloacetate carboxy-lyase (pyruvate-forming),H+[c] + oxaloacetate[c] => carbon dioxide[c] + pyruvate[c],
1.43098403628501,r_4224,Sodium transport ATPase 5 (EC 3.6.3.7),ATP[c] + H2O[c] + sodium[c] => ADP[c] + H+[c] + phosphate[c] + sodium[e],
1.43098403630318,r_4266,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Hydroxylaminopurine sensitivity protein 1) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),dATP[c] + H2O[c] => dAMP[c] + diphosphate[c] + H+[c],
1.43098403628403,r_4267,2'-Deoxyguanosine 5'-triphosphate diphosphohydrolase,dGTP[c] + H2O[c] => dGMP[c] + diphosphate[c] + H+[c],
1.43098403626797,r_4268,dTTP diphosphohydrolase,dTTP[c] + H2O[c] => diphosphate[c] + dTMP[c] + H+[c],
1.4229361134357,t_0001,NADH dehydrogenase (complex I),5 H+[m] + NADH[m] + ubiquinone-6[m] => 4 H+[c] + NAD[m] + ubiquinol-6[m],Oxidative phosphorylation
1.39517319965985,t_0009,cytoplasmatic carnitine acyltransferase (C16:0),(R)-carnitine[c] + palmitoyl-CoA[c] => O-palmitoylcarnitine[c] + coenzyme A[c],Fatty acid degradation (mitochondrial)
1.39854792620475,t_0010,cytoplasmatic carnitine acyltransferase (C18:0),(R)-carnitine[c] + stearoyl-CoA[c] => O-stearoylcarnitine[c] + coenzyme A[c],Fatty acid degradation (mitochondrial)
1.39517319966963,t_0015,fatty acylcarnitine transport (C16:0),O-palmitoylcarnitine[c] + (R)-carnitine[m] <=> O-palmitoylcarnitine[m] + (R)-carnitine[c],Fatty acid degradation (mitochondrial)
1.39854792620475,t_0016,fatty acylcarnitine transport (C18:0),O-stearoylcarnitine[c] + (R)-carnitine[m] <=> O-stearoylcarnitine[m] + (R)-carnitine[c],Fatty acid degradation (mitochondrial)
1.39517319965985,t_0021,mitochondrial carnitine acyltransferase (C16:0),O-palmitoylcarnitine[m] + coenzyme A[m] => palmitoyl-CoA[m] + (R)-carnitine[m],Fatty acid degradation (mitochondrial)
1.39854792620475,t_0022,mitochondrial carnitine acyltransferase (C18:0),O-stearoylcarnitine[m] + coenzyme A[m] => stearoyl-CoA[m] + (R)-carnitine[m],Fatty acid degradation (mitochondrial)
1.3951731996801,t_0028,2-enoyl-CoA hydratase (3-hydroxybutanoyl-CoA),trans-but-2-enoyl-CoA[m] + H2O[m] <=> (R)-3-hydroxybutanoyl-CoA[m],Fatty acid degradation (mitochondrial)
1.39517319969057,t_0029,2-enoyl-CoA hydratase (3-hydroxydecanoyl-CoA),trans-dec-2-enoyl-CoA[m] + H2O[m] <=> (R)-3-hydroxydecanoyl-CoA[m],Fatty acid degradation (mitochondrial)
1.39517319968533,t_0031,2-enoyl-CoA hydratase (3-hydroxydodecanoyl-CoA),trans-dodec-2-enoyl-CoA[m] + H2O[m] <=> (R)-3-hydroxylauroyl-CoA[m],Fatty acid degradation (mitochondrial)
1.3951731996958,t_0033,2-enoyl-CoA hydratase (3-hydroxyhexadecanoyl-CoA),hexadec-2-enoyl-CoA[m] + H2O[m] <=> (S)-3-hydroxypalmitoyl-CoA[m],Fatty acid degradation (mitochondrial)
1.39517319973245,t_0034,2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA),trans-hex-2-enoyl-CoA[m] + H2O[m] <=> (R)-3-hydroxyhexanoyl-CoA[m],Fatty acid degradation (mitochondrial)
1.3985479264699,t_0036,2-enoyl-CoA hydratase (3-hydroxyoctadecanoyl-CoA),trans-octadec-2-enoyl-CoA[m] + H2O[m] <=> 3-hydroxyoctadecanoyl-CoA[m],Fatty acid degradation (mitochondrial)
1.39517319968533,t_0037,2-enoyl-CoA hydratase (3-hydroxyoctanoyl-CoA),trans-oct-2-enoyl-CoA[m] + H2O[m] <=> (R)-3-hydroxyoctanoyl-CoA[m],Fatty acid degradation (mitochondrial)
1.39517319970103,t_0039,2-enoyl-CoA hydratase (3-hydroxytetradecanoyl-CoA),trans-tetradec-2-enoyl-CoA[m] + H2O[m] <=> (S)-3-hydroxytetradecanoyl-CoA[m],Fatty acid degradation (mitochondrial)
1.3951731996782,t_0040,3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA),(R)-3-hydroxybutanoyl-CoA[m] + NAD[m] <=> acetoacetyl-CoA[m] + H+[m] + NADH[m],Fatty acid degradation (mitochondrial)
1.39517319968081,t_0041,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),(R)-3-hydroxydecanoyl-CoA[m] + NAD[m] <=> 3-oxodecanoyl-CoA[m] + H+[m] + NADH[m],Fatty acid degradation (mitochondrial)
1.39517319966739,t_0049,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),(R)-3-hydroxyoctanoyl-CoA[m] + NAD[m] <=> 3-oxooctanoyl-CoA[m] + H+[m] + NADH[m],Fatty acid degradation (mitochondrial)
1.39517319966845,t_0053,acetyl-CoA C-acyltransferase (octanoyl-CoA),3-oxodecanoyl-CoA[m] + coenzyme A[m] <=> octanoyl-CoA[m] + acetyl-CoA[m],Fatty acid degradation (mitochondrial)
1.39620112636294,t_0054,acetyl-CoA C-acyltransferase (butanoyl-CoA),3-oxohexanoyl-CoA[m] + coenzyme A[m] <=> butanoyl-CoA[m] + acetyl-CoA[m],Fatty acid degradation (mitochondrial)
1.396749054596,t_0055,acetyl-CoA C-acyltransferase (decanoyl-CoA),3-oxolauroyl-CoA[m] + coenzyme A[m] <=> decanoyl-CoA[m] + acetyl-CoA[m],Fatty acid degradation (mitochondrial)
1.39620112636092,t_0057,acetyl-CoA C-acyltransferase (hexanoyl-CoA),3-oxooctanoyl-CoA[m] + coenzyme A[m] <=> hexanoyl-CoA[m] + acetyl-CoA[m],Fatty acid degradation (mitochondrial)
2.3951731996622,t_0059,acetyl-CoA C-acyltransferase (lauroyl-CoA),3-oxotetradecanoyl-CoA[m] + coenzyme A[m] <=> lauroyl-CoA[m] + acetyl-CoA[m],Fatty acid degradation (mitochondrial)
1.39854792620475,t_0061,acetyl-CoA C-acyltransferase (palmitoyl-CoA),3-oxooctadecanoyl-CoA[m] + coenzyme A[m] <=> palmitoyl-CoA[m] + acetyl-CoA[m],Fatty acid degradation (mitochondrial)
1.52440265230857,t_0065,acyl-CoA oxidase (decanoyl-CoA),decanoyl-CoA[m] + FAD[m] <=> trans-dec-2-enoyl-CoA[m] + FADH2[m],Fatty acid degradation (mitochondrial)
1.5603222265771,t_0067,acyl-CoA oxidase (lauroyl-CoA),lauroyl-CoA[m] + FAD[m] <=> trans-dodec-2-enoyl-CoA[m] + FADH2[m],Fatty acid degradation (mitochondrial)
1.39517319967939,t_0070,acyl-CoA oxidase (hexanoyl-CoA),hexanoyl-CoA[m] + FAD[m] <=> trans-hex-2-enoyl-CoA[m] + FADH2[m],Fatty acid degradation (mitochondrial)
1.98351042705716,t_0072,acyl-CoA oxidase (stearoyl-CoA),stearoyl-CoA[m] + FAD[m] <=> trans-octadec-2-enoyl-CoA[m] + FADH2[m],Fatty acid degradation (mitochondrial)
1.39593592506466,t_0073,acyl-CoA oxidase (octanoyl-CoA),octanoyl-CoA[m] + FAD[m] <=> trans-oct-2-enoyl-CoA[m] + FADH2[m],Fatty acid degradation (mitochondrial)
1.21645592748785,t_0086,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), endoplasmic reticulum membrane","oleoyl-CoA[erm] + 1-acyl-sn-glycerol 3-phosphate (18:0)[erm] => coenzyme A[erm] + phosphatidate (1-18:0, 2-18:1)[erm]",
1.56388748476302,t_0096,"acyl dhap reductase (18:0), endoplasmic reticulum membrane",H+[erm] + NADPH[erm] + acylglycerone phosphate (18:0)[erm] => NADP(+)[erm] + 1-acyl-sn-glycerol 3-phosphate (18:0)[erm],
1.42310868651959,t_0097,"CDP-diacylglycerol synthase (1-16:0, 2-18:1), endoplasmic reticulum membrane","H+[erm] + phosphatidate (1-16:0, 2-18:1)[erm] + CTP[erm] <=> diphosphate[erm] + CDP-diacylglycerol (1-16:0, 2-18:1)[erm]",
1.42312862753168,t_0098,"CDP-diacylglycerol synthase (1-16:0, 2-18:2), endoplasmic reticulum membrane","phosphatidate (1-16:0, 2-18:2)[erm] + H+[erm] + CTP[erm] <=> CDP-diacylglycerol (1-16:0, 2-18:2)[erm] + diphosphate[erm]",
1.42907908993628,t_0100,"CDP-diacylglycerol synthase (1-18:0, 2-18:1), endoplasmic reticulum membrane","H+[erm] + phosphatidate (1-18:0, 2-18:1)[erm] + CTP[erm] <=> diphosphate[erm] + CDP-diacylglycerol (1-18:0, 2-18:1)[erm]",
1.42906808623932,t_0101,"CDP-diacylglycerol synthase (1-18:0, 2-18:2), endoplasmic reticulum membrane","phosphatidate (1-18:0, 2-18:2)[erm] + H+[erm] + CTP[erm] <=> CDP-diacylglycerol (1-18:0, 2-18:2)[erm] + diphosphate[erm]",
1.42384500060966,t_0104,"CDP-diacylglycerol synthase (1-16:0, 2-18:2), mitochondrial membrane","phosphatidate (1-16:0, 2-18:2)[mm] + CTP[mm] + H+[mm] <=> CDP-diacylglycerol (1-16:0, 2-18:2)[mm] + diphosphate[mm]",
1.42944062670616,t_0106,"CDP-diacylglycerol synthase (1-18:0, 2-18:1), mitochondrial membrane","phosphatidate (1-18:0, 2-18:1)[mm] + CTP[mm] + H+[mm] <=> CDP-diacylglycerol (1-18:0, 2-18:1)[mm] + diphosphate[mm]",
1.42944732165306,t_0107,"CDP-diacylglycerol synthase (1-18:0, 2-18:2), mitochondrial membrane","phosphatidate (1-18:0, 2-18:2)[mm] + CTP[mm] + H+[mm] <=> CDP-diacylglycerol (1-18:0, 2-18:2)[mm] + diphosphate[mm]",
1.43098403631618,t_0163,"DAG kinase (1-16:0, 2-18:1), endoplasmic reticulum membrane","diglyceride (1-16:0, 2-18:1)[erm] + CTP[erm] => H+[erm] + phosphatidate (1-16:0, 2-18:1)[erm] + CDP[erm]",
1.430984036261,t_0164,"DAG kinase (1-16:0, 2-18:2), endoplasmic reticulum membrane","diglyceride (1-16:0, 2-18:2)[erm] + CTP[erm] => phosphatidate (1-16:0, 2-18:2)[erm] + H+[erm] + CDP[erm]",
1.43098403626559,t_0166,"DAG kinase (1-18:0, 2-18:1), endoplasmic reticulum membrane","diglyceride (1-18:0, 2-18:1)[erm] + CTP[erm] => H+[erm] + phosphatidate (1-18:0, 2-18:1)[erm] + CDP[erm]",
1.4309840362697,t_0167,"DAG kinase (1-18:0, 2-18:2), endoplasmic reticulum membrane","diglyceride (1-18:0, 2-18:2)[erm] + CTP[erm] => phosphatidate (1-18:0, 2-18:2)[erm] + H+[erm] + CDP[erm]",
1.52308610486798,t_0173,"DAG lipase (1-18:0, 2-18:2), lipid particle","diglyceride (1-18:0, 2-18:2)[lp] + H2O[lp] => linoleate[lp] + H+[lp] + 1-monoglyceride (18:0)[lp]",
1.43098403627382,t_0176,"DGPP phosphatase (1-16:0, 2-18:2), vacuolar membrane","1,2-diacylglycerol 3-diphosphate (1-16:0, 2-18:2)[vm] + H2O[vm] => phosphatidate (1-16:0, 2-18:2)[vm] + phosphate[vm] + H+[vm]",
1.43098403626468,t_0179,"DGPP phosphatase (1-18:0, 2-18:2), vacuolar membrane","1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:2)[vm] + H2O[vm] => phosphatidate (1-18:0, 2-18:2)[vm] + phosphate[vm] + H+[vm]",
1.56388748476302,t_0218,"dihydroxyacetone phosphate acyltransferase (18:0), endoplasmic reticulum membrane",stearoyl-CoA[erm] + dihydroxyacetone phosphate[erm] => coenzyme A[erm] + acylglycerone phosphate (18:0)[erm],
1.51088689059398,t_0225,"fatty-acid--CoA ligase (palmitate), endoplasmic reticulum membrane",coenzyme A[erm] + ATP[erm] + palmitate[erm] <=> palmitoyl-CoA[erm] + AMP[erm] + diphosphate[erm],
3.82889142280152,t_0227,"fatty-acid--CoA ligase (oleate), endoplasmic reticulum membrane",coenzyme A[erm] + ATP[erm] + oleate[erm] <=> oleoyl-CoA[erm] + AMP[erm] + diphosphate[erm],
1.42851661697131,t_0230,"fatty-acid--CoA ligase (palmitate), lipid particle",coenzyme A[lp] + ATP[lp] + palmitate[lp] <=> diphosphate[lp] + AMP[lp] + palmitoyl-CoA[lp],
2.21097664999843,t_0231,"fatty-acid--CoA ligase (stearate), lipid particle",coenzyme A[lp] + ATP[lp] + stearate[lp] <=> diphosphate[lp] + AMP[lp] + stearoyl-CoA[lp],
1.55944626855734,t_0241,"glycerol-3-phosphate acyltransferase (18:0), endoplasmic reticulum membrane",stearoyl-CoA[erm] + glycerol 3-phosphate[erm] => coenzyme A[erm] + 1-acyl-sn-glycerol 3-phosphate (18:0)[erm],
1.42388056775728,t_0243,"IPC synthase (PI (1-16:0, 2-18:2) ceramide-1 (C24))","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:2)[gm] + ceramide-1 (C24)[g] => diglyceride (1-16:0, 2-18:2)[gm] + inositol-P-ceramide A (C24)[g]",
1.42944732162525,t_0246,"IPC synthase (PI (1-18:0, 2-18:2) ceramide-1 (C24))","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:2)[gm] + ceramide-1 (C24)[g] => diglyceride (1-18:0, 2-18:2)[gm] + inositol-P-ceramide A (C24)[g]",
1.42388056775658,t_0249,"IPC synthase (PI (1-16:0, 2-18:2) ceramide-1 (C26))","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:2)[gm] + ceramide-1 (C26)[g] => diglyceride (1-16:0, 2-18:2)[gm] + inositol-P-ceramide A (C26)[g]",
1.42944732162683,t_0252,"IPC synthase (PI (1-18:0, 2-18:2) ceramide-1 (C26))","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:2)[gm] + ceramide-1 (C26)[g] => diglyceride (1-18:0, 2-18:2)[gm] + inositol-P-ceramide A (C26)[g]",
1.62803104341205,t_0275,"MAG lipase (1-18:0:0), lipid particle",H2O[lp] + 1-monoglyceride (18:0)[lp] => H+[lp] + palmitate[lp] + glycerol[lp],
1.43098403627382,t_0295,"PA kinase (1-16:0, 2-18:2), vacuolar membrane","phosphatidate (1-16:0, 2-18:2)[vm] + ATP[vm] <=> 1,2-diacylglycerol 3-diphosphate (1-16:0, 2-18:2)[vm] + ADP[vm]",
1.43098403626468,t_0298,"PA kinase (1-18:0, 2-18:2), vacuolar membrane","phosphatidate (1-18:0, 2-18:2)[vm] + ATP[vm] <=> 1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:2)[vm] + ADP[vm]",
1.42384842997155,t_0300,"PA phosphatase (1-16:0, 2-18:1), endoplasmic reticulum membrane","H2O[erm] + phosphatidate (1-16:0, 2-18:1)[erm] => phosphate[erm] + diglyceride (1-16:0, 2-18:1)[erm]",
1.42388056776465,t_0301,"PA phosphatase (1-16:0, 2-18:2), endoplasmic reticulum membrane","phosphatidate (1-16:0, 2-18:2)[erm] + H2O[erm] => diglyceride (1-16:0, 2-18:2)[erm] + phosphate[erm]",
1.42944062669163,t_0303,"PA phosphatase (1-18:0, 2-18:1), endoplasmic reticulum membrane","H2O[erm] + phosphatidate (1-18:0, 2-18:1)[erm] => phosphate[erm] + diglyceride (1-18:0, 2-18:1)[erm]",
1.42944732164065,t_0304,"PA phosphatase (1-18:0, 2-18:2), endoplasmic reticulum membrane","phosphatidate (1-18:0, 2-18:2)[erm] + H2O[erm] => diglyceride (1-18:0, 2-18:2)[erm] + phosphate[erm]",
1.42388056776988,t_0307,"PA phosphatase (1-16:0, 2-18:2), vacuolar membrane","phosphatidate (1-16:0, 2-18:2)[vm] + H2O[vm] => diglyceride (1-16:0, 2-18:2)[vm] + phosphate[vm]",
1.4294473216443,t_0310,"PA phosphatase (1-18:0, 2-18:2), vacuolar membrane","phosphatidate (1-18:0, 2-18:2)[vm] + H2O[vm] => diglyceride (1-18:0, 2-18:2)[vm] + phosphate[vm]",
1.87377421459054,t_0366,"PE methyltransferase (1-16:0, 2-18:1), endoplasmic reticulum membrane","S-adenosyl-L-methionine[erm] + phosphatidylethanolamine (1-16:0, 2-18:1)[erm] => H+[erm] + S-adenosyl-L-homocysteine[erm] + phosphatidyl-N-methylethanolamine (1-16:0, 2-18:1)[erm]",
1.87377421456686,t_0367,"PE methyltransferase (1-16:0, 2-18:2), endoplasmic reticulum membrane","phosphatidylethanolamine (1-16:0, 2-18:2)[erm] + S-adenosyl-L-methionine[erm] => phosphatidyl-N-methylethanolamine (1-16:0, 2-18:2)[erm] + H+[erm] + S-adenosyl-L-homocysteine[erm]",
1.87390784770605,t_0369,"PE methyltransferase (1-18:0, 2-18:1), endoplasmic reticulum membrane","S-adenosyl-L-methionine[erm] + phosphatidylethanolamine (1-18:0, 2-18:1)[erm] => H+[erm] + S-adenosyl-L-homocysteine[erm] + phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1)[erm]",
1.87389909438032,t_0370,"PE methyltransferase (1-18:0, 2-18:2), endoplasmic reticulum membrane","phosphatidylethanolamine (1-18:0, 2-18:2)[erm] + S-adenosyl-L-methionine[erm] => phosphatidyl-N-methylethanolamine (1-18:0, 2-18:2)[erm] + H+[erm] + S-adenosyl-L-homocysteine[erm]",
