# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-O" "-M" "-T" "12" "-a" "Papla_JGI.gtf" "-o" "Counts_ATS_wo.txt" "ATS_wo_1_alg.bam" "ATS_wo_2_alg.bam" "ATS_wo_3_alg.bam" 
Geneid	Chr	Start	End	Strand	Length	ATS_wo_1_alg.bam	ATS_wo_2_alg.bam	ATS_wo_3_alg.bam
gene_5414	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1151319;1151649;1151847;1152221;1152383;1152490;1152693;1152898;1153074;1153170;1153311;1153561;1153963	1151592;1151785;1152168;1152326;1152442;1152649;1152851;1153027;1153118;1153227;1153510;1153794;1154178	-;-;-;-;-;-;-;-;-;-;-;-;-	2101	64	74	65
gene_5415	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1154594;1154936;1155224;1155856;1156028;1156251;1156399;1156591;1156792;1156934;1157152;1158321;1158528	1154869;1155120;1155804;1155980;1156214;1156351;1156526;1156743;1156886;1157110;1158210;1158478;1158942	-;-;-;-;-;-;-;-;-;-;-;-;-	3640	1419	1622	1718
gene_5416	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1159084;1159906;1160245;1160482;1160907;1161146;1161281;1162317;1162612;1162764;1162833;1163044;1163115	1159861;1160199;1160437;1160861;1161099;1161243;1162267;1162564;1162708;1162780;1162994;1163065;1163420	-;-;-;-;-;-;-;-;-;-;-;-;-	3775	4160	4214	4169
gene_5417	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1163912;1164603;1165725;1165858;1166007;1166180;1166413;1166659	1164558;1165679;1165821;1165961;1166118;1166363;1166587;1166684	-;-;-;-;-;-;-;-	2422	2139	2112	2297
gene_5418	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1168105;1168283;1168404;1168468;1168621;1168787;1169134	1168232;1168352;1168416;1168576;1168681;1169062;1169316	+;+;+;+;+;+;+	840	2790	3525	2985
gene_5419	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1169317;1169510;1169682;1169815;1169987;1170243;1170380;1170536;1170752	1169466;1169638;1169767;1169944;1170195;1170334;1170490;1170680;1170951	-;-;-;-;-;-;-;-;-	1252	436	617	508
gene_5420	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1171293;1171902;1172049;1172218;1172401;1173086;1173248	1171818;1172003;1172166;1172356;1173040;1173205;1174009	+;+;+;+;+;+;+	2407	398	462	438
gene_5421	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1174010;1174310;1174545;1175446;1176356	1174246;1174493;1175390;1176312;1176646	+;+;+;+;+	2425	3747	4575	4150
gene_5422	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1177115;1177367;1177521;1177628;1177870;1177937;1178303;1178452;1178559;1178631;1178735;1178882;1179049;1179265	1177314;1177469;1177568;1177820;1177891;1178250;1178396;1178517;1178579;1178685;1178829;1178999;1179219;1179921	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2157	3299	4006	3635
gene_5423	scaffold_7;scaffold_7;scaffold_7	1180143;1180451;1181104	1180372;1181056;1181241	-;-;-	974	1327	1564	1522
gene_5424	scaffold_7;scaffold_7;scaffold_7;scaffold_7	1181378;1181739;1182082;1182513	1181689;1182035;1182459;1183468	+;+;+;+	1943	4281	4895	4789
gene_5425	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1183634;1183743;1184009;1184149;1184269;1184386;1184638;1184912	1183698;1183959;1184096;1184214;1184334;1184536;1184822;1185042	-;-;-;-;-;-;-;-	969	206	232	200
gene_5429	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1188217;1188633;1188799;1189094;1189448	1188426;1188726;1188877;1189323;1189630	-;-;-;-;-	796	1850	2441	2185
gene_5430	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1189622;1190046;1190162;1190273;1190412;1190630;1191181;1191554;1191644;1192086;1192235;1192450	1190000;1190119;1190228;1190362;1190578;1191137;1191503;1191587;1192005;1192163;1192400;1192608	-;-;-;-;-;-;-;-;-;-;-;-	2407	3498	4064	3713
gene_5431	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1192852;1193160;1193279;1193470;1193626;1194094;1194361	1193041;1193212;1193386;1193575;1194041;1194312;1194531	+;+;+;+;+;+;+	1263	3419	3857	3644
gene_5432	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1194625;1194971;1195286;1195609;1195826;1196047;1196359;1196475;1198378;1198546	1194922;1195236;1195557;1195781;1196001;1196310;1196429;1198330;1198496;1198805	-;-;-;-;-;-;-;-;-;-	3755	3341	3645	3686
gene_5433	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1199548;1199781;1200174;1200332;1200693;1200890;1201164;1201288;1201805	1199675;1200111;1200278;1200644;1200842;1201118;1201244;1201599;1201861	+;+;+;+;+;+;+;+;+	1706	1558	1952	1809
gene_5434	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1201705;1201925;1202243;1202410;1202505;1202572;1202688;1202912;1203045;1203215;1203326;1203649;1203785;1203890;1203973;1204071	1201865;1202095;1202348;1202447;1202519;1202643;1202823;1202991;1203147;1203281;1203602;1203739;1203844;1203928;1204023;1204502	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1899	1587	1733	1761
gene_5435	scaffold_7;scaffold_7;scaffold_7;scaffold_7	1204639;1205244;1205705;1205886	1205172;1205658;1205807;1206501	-;-;-;-	1668	3071	3271	3280
gene_5436	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1207333;1207729;1207806;1208078;1208159;1208312;1208432;1208639;1208764;1208925;1209212;1209468	1207633;1207762;1207882;1208085;1208257;1208386;1208595;1208717;1208877;1209157;1209402;1209831	+;+;+;+;+;+;+;+;+;+;+;+	1739	3460	3961	4218
gene_5437	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1209952;1210244;1211247;1212362;1212681;1213010	1210131;1211200;1212313;1212637;1212965;1213430	+;+;+;+;+;+	3186	1234	1378	1472
gene_5438	scaffold_7	1213422	1214258	-	837	2	2	4
gene_5439	scaffold_7	1217102	1217974	-	873	0	0	0
gene_5440	scaffold_7	1219284	1220258	-	975	0	0	0
gene_5441	scaffold_7;scaffold_7	1221378;1221506	1221456;1222239	-;-	813	0	0	0
gene_5442	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1223068;1223447;1223756;1223937;1224174;1224380;1224593	1223361;1223688;1223850;1224082;1224232;1224543;1224754	+;+;+;+;+;+;+	1162	781	935	946
gene_5443	scaffold_7;scaffold_7;scaffold_7;scaffold_7	1224794;1226079;1226374;1226854	1226035;1226323;1226805;1227568	-;-;-;-	2634	2118	2302	2171
gene_5444	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1227974;1228338;1228402;1228553;1228609;1228816;1229221;1229308;1229371;1229449	1228295;1228358;1228510;1228563;1228741;1229179;1229258;1229325;1229400;1230385	+;+;+;+;+;+;+;+;+;+	1983	2860	3013	3230
gene_5445	scaffold_7	1230635	1231702	+	1068	0	0	0
gene_5446	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1232276;1232479;1232565;1233156;1233583	1232427;1232525;1232880;1233448;1233731	+;+;+;+;+	957	0	0	0
gene_5447	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1234926;1235550;1235882;1237107;1238708	1235504;1235837;1237059;1238658;1238920	-;-;-;-;-	3810	4039	4378	4031
gene_5448	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1239093;1239226;1239430;1239773;1240020;1240326;1240896;1241190;1241513;1242133	1239181;1239343;1239727;1239970;1240283;1240851;1241143;1241465;1242082;1242719	+;+;+;+;+;+;+;+;+;+	3174	9611	10438	10156
gene_5449	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1242720;1243006;1243372;1243778;1243983;1244131;1244266;1244405;1244618;1244836;1245458;1245780;1245961;1246048;1246118;1246276;1246853;1246966;1247364;1247544;1247741;1247848;1248509;1248716;1248963	1242946;1243310;1243730;1243938;1244085;1244217;1244357;1244568;1244785;1245414;1245731;1245914;1246001;1246074;1246232;1246805;1246919;1247321;1247506;1247694;1247804;1248462;1248625;1248859;1249286	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5348	1980	2101	1860
gene_5450	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1249518;1249625;1249711;1249834;1250111;1250224;1250436	1249578;1249661;1249790;1250055;1250173;1250392;1250604	+;+;+;+;+;+;+	801	610	758	813
gene_5451	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1250746;1250966;1251189;1251466;1252199	1250869;1251141;1251399;1252146;1252743	-;-;-;-;-	1737	1107	1170	1132
gene_5452	scaffold_7;scaffold_7;scaffold_7;scaffold_7	1253512;1254052;1254844;1254966	1253964;1254735;1254912;1255280	+;+;+;+	1521	414	559	510
gene_5453	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1255653;1256516;1257210;1257743;1257909;1258413;1258647	1256467;1257163;1257698;1257866;1258354;1258592;1259016	-;-;-;-;-;-;-	3072	1571	1840	1794
gene_5454	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1259101;1259323;1259737;1259946;1260061;1260332;1260524;1260794	1259210;1259693;1259903;1259987;1260281;1260472;1260744;1261079	+;+;+;+;+;+;+;+	1559	1687	1874	1659
gene_5455	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1261295;1261778;1262265;1262367;1262584;1262760;1263345;1263636;1263736;1263861	1261734;1262222;1262318;1262533;1262718;1263308;1263584;1263698;1263808;1264000	+;+;+;+;+;+;+;+;+;+	2306	3877	3961	4166
gene_5456	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1264001;1264269;1264609;1265027;1265348	1264218;1264538;1264971;1265255;1265673	-;-;-;-;-	1406	1314	1348	1293
gene_5457	scaffold_7;scaffold_7;scaffold_7	1265972;1266348;1266529	1266290;1266434;1267263	+;+;+	1141	977	1251	1220
gene_5458	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1267534;1267934;1268458;1268768;1269659;1269849	1267871;1268410;1268709;1269608;1269796;1270368	+;+;+;+;+;+	2566	1622	1818	1801
gene_5459	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1270538;1270723;1271023;1271168;1271354;1271530;1271619;1271750;1272252;1272426;1272590;1272659	1270653;1270808;1271113;1271268;1271483;1271574;1271699;1272187;1272364;1272532;1272609;1272864	-;-;-;-;-;-;-;-;-;-;-;-	1534	1152	1336	1343
gene_5460	scaffold_7;scaffold_7;scaffold_7	1273291;1273916;1274165	1273857;1274100;1274309	-;-;-	897	1053	1027	1117
gene_5461	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1274777;1275044;1275108;1275172;1275360;1275491;1275674;1275779;1275859;1276041;1276184	1274938;1275064;1275128;1275324;1275448;1275631;1275732;1275822;1275951;1276129;1276298	+;+;+;+;+;+;+;+;+;+;+	987	0	1	4
gene_5462	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1277048;1277329;1278135;1278302;1278452;1278524;1278655;1278976;1279124;1279281;1279681	1277261;1278074;1278259;1278409;1278478;1278613;1278934;1279068;1279237;1279634;1279981	+;+;+;+;+;+;+;+;+;+;+	2452	1556	1635	1550
gene_5463	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1281684;1282014;1282275;1282464;1282628;1283061	1281960;1282206;1282413;1282579;1283009;1283324	-;-;-;-;-;-	1371	226	254	179
gene_5464	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1283462;1283745;1283831;1283892;1283992;1284225;1284330;1284451;1284724;1284922	1283691;1283783;1283841;1283928;1284171;1284284;1284403;1284617;1284811;1285670	+;+;+;+;+;+;+;+;+;+	1635	1059	878	1043
gene_5465	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1286159;1287408;1287937;1288745;1289681	1287351;1287894;1288698;1289638;1291903	-;-;-;-;-	5559	2172	1521	1828
gene_5466	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1292163;1292256;1292366;1292519;1292641;1292796	1292207;1292292;1292462;1292593;1292742;1292886	+;+;+;+;+;+	447	123	115	139
gene_5467	scaffold_7;scaffold_7;scaffold_7	1293250;1293615;1294094	1293562;1293979;1294991	-;-;-	1576	394	493	493
gene_5468	scaffold_7;scaffold_7;scaffold_7;scaffold_7	1295234;1295394;1295598;1295685	1295348;1295543;1295645;1296247	+;+;+;+	876	1727	1794	1698
gene_5469	scaffold_7;scaffold_7;scaffold_7;scaffold_7	1296498;1297154;1297693;1297999	1297105;1297654;1297936;1298182	-;-;-;-	1537	14790	17781	16262
gene_5470	scaffold_7;scaffold_7	1298202;1299274	1299226;1299387	+;+	1139	3890	5028	4230
gene_5471	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1299658;1299883;1300209;1300355;1300480;1300538;1300643;1300722;1300893	1299831;1300076;1300299;1300442;1300493;1300581;1300674;1300839;1301105	-;-;-;-;-;-;-;-;-	968	1180	1253	1470
gene_5472	scaffold_7;scaffold_7;scaffold_7	1301292;1301567;1301925	1301517;1301873;1302075	+;+;+	684	3706	3993	4087
gene_5473	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1302047;1302421;1302711;1302876;1303012;1303499;1303557;1303627	1302368;1302672;1302840;1302974;1303447;1303515;1303581;1303985	-;-;-;-;-;-;-;-	1640	876	1115	1104
gene_5474	scaffold_7	1304364	1305379	-	1016	80	88	148
gene_5475	scaffold_7;scaffold_7;scaffold_7	1305852;1306353;1306893	1306013;1306834;1307400	+;+;+	1152	2915	2966	3178
gene_5476	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1308035;1308551;1309150;1309368;1309769;1309954	1308500;1309111;1309331;1309723;1309916;1310075	+;+;+;+;+;+	1835	2378	2552	2291
gene_5477	scaffold_7;scaffold_7;scaffold_7;scaffold_7	1311112;1311747;1311976;1312143	1311700;1311919;1312100;1312689	-;-;-;-	1434	496	651	574
gene_5478	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1312927;1313316;1313538;1314742;1314874;1315099;1315390	1313279;1313501;1314703;1314839;1315058;1315356;1315588	-;-;-;-;-;-;-	2445	981	1105	1076
gene_5479	scaffold_7;scaffold_7	1315919;1317100	1317060;1318743	+;+	2786	846	908	707
gene_5480	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1318571;1318828;1318884;1319363;1319573;1319764;1319877;1319957;1320156;1320306;1320659;1320922;1321104	1318788;1318841;1319325;1319533;1319725;1319841;1319922;1320116;1320269;1320622;1320887;1321069;1321510	+;+;+;+;+;+;+;+;+;+;+;+;+	2497	889	902	903
gene_5481	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1321557;1321886;1322019;1322652;1323004	1321823;1321984;1322613;1322971;1323273	+;+;+;+;+	1551	662	731	604
gene_5482	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1323946;1324271;1324319;1324419;1324890;1325209;1325304	1324235;1324283;1324381;1324842;1325158;1325267;1326355	+;+;+;+;+;+;+	2170	1419	1766	1452
gene_5483	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1326919;1327232;1327449;1327563;1327711	1327187;1327391;1327524;1327674;1328081	+;+;+;+;+	988	1428	1195	1831
gene_5484	scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7;scaffold_7	1330277;1330387;1330458;1330575;1330758;1330862;1330999;1331138;1331957;1332064;1332149	1330349;1330412;1330539;1330722;1330819;1330916;1331095;1331308;1332025;1332111;1332343	+;+;+;+;+;+;+;+;+;+;+	1026	4	2	2
gene_5485	scaffold_8;scaffold_8;scaffold_8;scaffold_8	101;436;718;1040	400;683;1001;1636	-;-;-;-	1429	540	669	603
gene_5486	scaffold_8;scaffold_8;scaffold_8;scaffold_8	1320;1549;1672;1933	1504;1636;1894;2064	+;+;+;+	628	78	79	78
gene_5487	scaffold_8;scaffold_8	2213;3447	3408;3669	-;-	1419	18	2	38
gene_5488	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	3916;3993;4068;4191;4405;4561;5361;5530;5679	3931;4027;4148;4360;4521;5318;5485;5635;6138	+;+;+;+;+;+;+;+;+	1868	0	2	2
gene_5489	scaffold_8;scaffold_8;scaffold_8;scaffold_8	6044;6965;7089;7245	6897;7054;7206;7634	-;-;-;-	1452	5491	6456	6228
gene_5490	scaffold_8;scaffold_8;scaffold_8;scaffold_8	7636;8069;8215;8632	8034;8180;8591;9039	-;-;-;-	1296	880	1068	938
gene_5491	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	8986;9401;9490;9616;9878;10541	9365;9447;9580;9842;10499;11009	-;-;-;-;-;-	1836	4206	5012	4481
gene_5492	scaffold_8;scaffold_8	11273;12506	12467;12790	+;+	1480	11313	13369	11839
gene_5493	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	12578;12996;13132;13369;13502	12937;13096;13306;13399;13704	-;-;-;-;-	870	46	30	37
gene_5494	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	15357;15556;15721;15917;16001;16196;16260;16657;17250	15513;15637;15853;15957;16149;16213;16594;17108;17641	+;+;+;+;+;+;+;+;+	1759	510	665	430
gene_5495	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	17642;17933;18517;18707;18877;18962;19155;19208;19628;20284	17785;18473;18598;18839;18917;19110;19172;19571;20104;20966	+;+;+;+;+;+;+;+;+;+	2632	11254	13327	11457
gene_5496	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	21476;21678;21885;22084;22238;22455;22519;23297;23622	21611;21759;22017;22177;22405;22472;23100;23552;24020	+;+;+;+;+;+;+;+;+	1868	10	10	7
gene_5497	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	24095;24762;25005;25190;25276;25482;25554;25996;26503	24691;24843;25137;25230;25418;25499;25905;26406;26998	+;+;+;+;+;+;+;+;+	2273	224	247	191
gene_5498	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	27197;27370;27618;27867;28008;28298	27295;27554;27822;27963;28144;28360	-;-;-;-;-;-	786	6131	6089	6532
gene_5499	scaffold_8;scaffold_8;scaffold_8;scaffold_8	28713;29288;29518;29737	29251;29470;29691;30808	+;+;+;+	1968	4321	4448	4424
gene_5500	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	30828;31410;31492;31543;31600;31709;31881;32120;32452;32861	31362;31432;31505;31556;31669;31827;32069;32398;32815;33112	+;+;+;+;+;+;+;+;+;+	1859	3613	4185	3920
gene_5501	scaffold_8;scaffold_8;scaffold_8	33192;35006;36132	34955;36055;36836	+;+;+	3519	3155	2960	3174
gene_5503	scaffold_8;scaffold_8	40172;40896	40849;42530	+;+	2313	15169	12196	14603
gene_5504	scaffold_8;scaffold_8;scaffold_8	43382;44143;44342	44096;44230;44588	+;+;+	1050	2788	3168	3119
gene_5505	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	44390;45056;45160;45517;45662;45859;46269;46638;47136;47282	44946;45110;45471;45620;45815;46216;46591;47091;47241;47534	-;-;-;-;-;-;-;-;-;-	2676	5072	5333	5252
gene_5506	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	48289;48785;49022;49140;49377;49564;49720;49912;50281	48737;48971;49096;49331;49518;49672;49860;50235;50583	+;+;+;+;+;+;+;+;+	1922	283	332	354
gene_5507	scaffold_8;scaffold_8;scaffold_8	50743;51112;51873	50921;51640;52151	-;-;-	987	0	0	0
gene_5508	scaffold_8;scaffold_8;scaffold_8;scaffold_8	52814;53642;54121;54341	53574;53907;54164;54505	-;-;-;-	1236	0	2	0
gene_5511	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	57657;58248;58437;58536;58657;58894;59335;59594;59760	58197;58386;58484;58610;58848;59285;59541;59710;60128	+;+;+;+;+;+;+;+;+	2080	275	273	255
gene_5512	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	60663;60972;61128;61311;61410;61619;62026;62315;62508;62715;62776;63023;63229;63476	60916;61060;61260;61347;61570;61971;62255;62457;62666;62741;62977;63183;63429;63739	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2414	3057	3423	3064
gene_5513	scaffold_8;scaffold_8;scaffold_8	63826;64396;64692	64313;64642;65133	+;+;+	1177	996	1294	1089
gene_5514	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	65737;66214;66381;66711;66865;66996;67235;67534;67831;68077	66103;66272;66560;66816;66934;67157;67496;67788;68030;68476	+;+;+;+;+;+;+;+;+;+	2061	11283	13008	11629
gene_5515	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	70145;70637;70763;70840;70965;71068;71237;71366;71586;71692;71870;72010;72477;72805	70564;70710;70794;70918;71016;71186;71310;71519;71645;71823;71933;72423;72754;72910	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2058	1320	1495	1618
gene_5516	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	73115;73993;74451;74618;74743	73945;74402;74472;74694;74822	-;-;-;-;-	1420	1073	1318	1163
gene_5517	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	74870;75190;75258;75507;75718;75941;76262;76399	75067;75210;75352;75666;75889;76172;76350;76521	+;+;+;+;+;+;+;+	1090	776	835	846
gene_5518	scaffold_8	77907	78680	-	774	0	0	0
gene_5519	scaffold_8;scaffold_8;scaffold_8;scaffold_8	79920;80015;80088;80490	79973;80033;80347;81233	-;-;-;-	1077	4	1	0
gene_5520	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	81989;82301;82553;82864;83126;83348;83477;84065	82256;82506;82817;83079;83297;83408;83795;84399	-;-;-;-;-;-;-;-	1842	51356	57446	58226
gene_5521	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	85227;85786;85940;86055;86459;86719;86833	85734;85896;85995;86381;86674;86781;87117	-;-;-;-;-;-;-	1566	3453	3910	3873
gene_5522	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	87279;87640;87942;88011;88169;88363;89163;89281	87488;87892;87963;88123;88255;89088;89222;89673	+;+;+;+;+;+;+;+	1864	6994	8205	7407
gene_5523	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	89867;90397;90536;90709;90896;91252;91343;91448;91955;92109;92263;92392;92467;92544;92614;92788	90215;90482;90658;90848;91212;91307;91409;91909;92061;92203;92340;92421;92499;92570;92743;93252	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2565	657	819	716
gene_5524	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	94719;95072;95241;95378;99144;99743;100303	95007;95193;95334;99095;99696;100250;100418	+;+;+;+;+;+;+	5400	13059	12267	11943
gene_5525	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	100860;101317;101522;101734;101941;102153;102803;102970;103283;103447	101248;101380;101681;101878;102039;102747;102905;103210;103403;104379	+;+;+;+;+;+;+;+;+;+	2850	3485	3628	3269
gene_5526	scaffold_8;scaffold_8;scaffold_8;scaffold_8	104490;104816;105182;105651	104776;105133;105611;105791	-;-;-;-	1176	0	0	0
gene_5527	scaffold_8;scaffold_8;scaffold_8	106991;107749;109089	107697;109042;109370	-;-;-	2283	374	376	332
